?	?
dagger	短刀
chest	金盒子
carrot	胡蘿蔔
gold walnut	金胡桃
key	鑰匙
note	紙條
magic ring	魔戒
fourleaf clover	幸運草
ceramic bowl	陶碗
full bowl	裝滿的碗
water bucket	水桶
full bucket	裝滿的水桶
pebbles	鵝卵石
leather slingshot	皮製投石器
pouch of diamonds	鑽石皮袋
pouch	皮袋
sceptre	王杖
cheese	乳酪
magic mirror	魔鏡
gold egg	金蛋
shield	靈盾
fiddle	小提琴
walnut	胡桃
mushroom	蘑菇
beans	魔豆
water	水
You splash around in the water for a while but seem  to have forgotten how to swim. Unfortunately, you drown.	你在水裡撲騰了一會兒，卻好像忘記了怎麼游泳。很不幸，你淹死了。
Where do you think it could be?	你覺得它會在哪裡呢？
The goat is not much for conversation.	山羊不太會聊天。
"Ye best be careful, young Graham.  The mystic protective spell of mine has weakened and departed."	年輕的格拉漢啊，你可得小心了。我那道守護的魔法已經減弱，如今已經消散了。
KQ1	KQ1
You feel a stretching sensation... Oh, you're back to your original size.	你感覺到一陣伸展感……哦，你恢復原本的大小了。
You're too busy right now to rub the ring.	你現在正忙著別的事，沒空摩擦戒指。
There is no reason to do that now.	現在沒有理由這麼做。
You had the dagger and lost it.  Sorry.	你原本有那把短刀，但弄丟了，很抱歉。
You already have it.	你已經拿到了。
As soon as you swallow the first bite, you have this strange shrinking feeling...  It's true!  You are now no bigger than a mouse!	你才吞下第一口，就感覺到一股奇怪的收縮感……真的沒錯！你現在變得比老鼠還小！
You need to be closer to the water if you want to swim.	你得靠近水邊一點，才能游泳。
You drain the bucket of water to quench your thirst.	你把水桶裡的水喝乾，解了渴。
You open your mouth while swimming and quench your thirst.	你游泳時張開嘴巴，解了口渴。
With difficulty, you fill the bucket while swimming.	你費了好大功夫，總算在游泳時把水桶裝滿了水。
Mmmm!  There's nothing like a crisp, fresh carrot.	嗯～沒有什麼比得上一根爽脆新鮮的胡蘿蔔。
VERSION 2.0F	VERSION 2.0F
You already have a carrot.	你已經有一根胡蘿蔔了。
You already ate the carrot.	你已經吃過胡蘿蔔了。
The goat quickly eats the carrot and disappears.	山羊很快吃掉胡蘿蔔，接著就消失了。
Now is not a good time to try and eat the mushroom.	現在不是吃蘑菇的好時機。
You do not have a bowl.	你身上沒有碗。
It is not nice to tease the goat.	捉弄山羊可不太好。
You are not carrying it.	你身上沒有帶著它。
There is no reason to drop it.	沒有理由把它丟掉。
You are already swimming.	你已經在游泳了。
The water is very deep here. Without aid, it is impossible to swim under the water for any length of time.	這裡的水非常深。沒有輔助工具，不可能在水下游太久。
You need to be in the water to try that.	你得先進到水裡才能嘗試那件事。
You need to be in water to swim.	你得先進到水裡才能游泳。
>	>
You do not have any stew.	你身上沒有燉肉。
The stew is chock full of vegetables and meat.	這碗燉肉裡滿滿都是蔬菜和肉。
You already have a full bowl of stew.	你已經有一碗裝滿的燉肉了。
The bowl fills with the delicious stew, but the woodcutters are unaware of it.	碗裡裝滿了美味的燉肉，但樵夫夫婦渾然不覺。
After uttering that strange word, the bowl starts quivering and immediately fills up with a delicious, hot stew.	你說出那個奇怪的字後，碗開始顫動，隨即裝滿了熱騰騰、美味的燉肉。
It is very inconsiderate to eat in front of these poor, starving people.  The pains of guilt set in on you.	在這些可憐挨餓的人面前吃東西，實在太不體貼了。一股愧疚感湧上心頭。
You eat every bite of the delicious stew.	你把美味的燉肉吃得一乾二淨。
OK.	好的。
You're welcome!	不客氣！
You are dazzled by the countless supply of gold coins spilling from the magic chest.  You quickly close the chest.	金盒子裡湧出源源不絕的金幣，讓你看得眼花撩亂。你趕緊把盒子關上。
You are already carrying an endless supply of gold coins in the magic chest.	你身上已經帶著裝有源源不絕金幣的金盒子了。
You open the chest and admire the gold coins for a moment. You then close the chest.	你打開金盒子，欣賞了一會兒裡頭的金幣，接著把盒子關上。
There is no reason to throw the dagger.	沒有理由丟出短刀。
You don't want the dagger anymore.	你不再需要這把短刀了。
You hurl the dagger at the old goat... he tries to avoid the flying dagger, but your aim is true... as the dagger strikes, he slumps to the ground... dead.	你把短刀朝老山羊擲去……牠試圖閃避飛來的短刀，但你瞄得很準……短刀擊中的瞬間，牠癱倒在地……死了。
You don't have any way to kill the old goat.	你沒有辦法殺死這隻老山羊。
There is no goat here.	這裡沒有山羊。
You've already killed the goat.	你已經殺死那隻山羊了。
The old goat, trotting briskly, seems happy to be with you.	這隻老山羊小跑步跟著你，看起來很開心能跟你在一起。
Seeing how much the goat likes that carrot, eating it may be hazardous to your health.	看山羊這麼愛那根胡蘿蔔，你要是吃了恐怕對健康不利。
You have already opened the walnut.	你已經打開過胡桃了。
When you open the walnut, you discover the nut inside is pure gold!	你打開胡桃，發現裡頭的果仁竟是純金打造！
Ouch!  It would be much easier if you opened the walnut first.	哎呦！要是先打開胡桃會容易得多。
Don't do that!  This walnut is not edible since it is pure gold.	別這麼做！這顆胡桃是純金的，不能吃。
The note reads, "Sometimes it is wise to think backwards."	紙條上寫著：「有時候，反過來想才是明智之舉。」
Mmmm!  That Swiss cheese was as delicious as it looked.	嗯～那塊瑞士乳酪真如它看起來一樣美味。
The word on the bottom of the bowl says "fill".	碗底寫著一個字：「裝滿」。
Even a small portion of the stew is very appetizing.	就算只有一小份燉肉，也令人食指大動。
You throw one of your pebbles.	你丟出一顆鵝卵石。
This egg will be tough to crack.	這顆蛋恐怕不好敲開。
You play a lively, toe-tapping tune on the fiddle.	你用小提琴演奏了一曲輕快、讓人忍不住打拍子的曲子。
You have already opened the pouch.	你已經打開過皮袋了。
Cautiously, you open the pouch and see many sparkling and flashing diamonds!  Quickly, you close it again so as not to lose any.	你小心翼翼地打開皮袋，看見許多閃閃發光的鑽石！你趕緊把它關上，以免弄丟。
You try, but being invisible makes it impossible.	你試過了，但隱形讓這件事變得不可能。
You're going to be sorry!!  These were magic beans!	你會後悔的！！這些可是魔豆啊！
That is not a bad idea, but this is not a very suitable place to plant these beans.  Why don't you try it elsewhere?	這主意不錯，但這裡不太適合種這些豆子，何不去別的地方試試？
The ring is already on your finger.	戒指已經戴在你的手指上了。
You slip the beautiful ring on one of your fingers.	你把這只美麗的戒指戴上手指。
I don't know why, but you drop the magic ring.	不知道為什麼，你把魔戒弄掉了。
Nothing happens.	什麼事也沒發生。
When the ring disappears, you reappear!	戒指消失的瞬間，你重新現形了！
When you rub the magic ring, you mysteriously disappear, except for your footprints.	你摩擦魔戒的瞬間，神秘地消失了，只留下腳印。
You rub the magic ring but the goat seems to have a strange effect on it.	你摩擦魔戒，但山羊似乎對它產生了奇怪的影響。
With disappointment, you see that nothing happens.	你失望地發現，什麼事也沒發生。
The magic ring is still in your pocket.  You can't rub it there.	魔戒還放在你的口袋裡，這樣沒辦法摩擦它。
The spell to make you invisible has expired and you are once again visible to dangerous creatures, but, the ring has now disappeared.	隱身魔法已經失效，你再次現形，可能被危險的生物看見；魔戒也已經消失無蹤。
You will have to find it before you can get it.	你得先找到它，才能拿到手。
You do not have it.	你身上沒有它。
_	_
You are not wearing the ring.	你並沒有戴著戒指。
There is no need to rub the ring as you are already invisible.	你已經是隱形狀態了，沒有必要再摩擦戒指。
Info	資訊
Help    	 說明
About KQ	關於 KQ
File	 檔案 
Save Game      <F5>	儲存進度        <F5>
Restore Game   <F7>	讀取進度        <F7>
-------------------	-------------------
Restart Game   <F9>	重新開始        <F9>
Pause             <Esc>	暫停              <Esc>
Quit        <Alt Z>	離開           <Alt Z>
Game	遊戲
Inventory     <Tab>	物品欄        <Tab>
See Object     <F4>	檢視物品       <F4>
Sound On/Off       <F2>	音效開關           <F2>
Action 	 動作 
Swim  =	游泳  =
Special	特殊
Graphics Mode  <Ctrl R>	顯示模式 <Ctrl R>
Reset Joystick <Ctrl J>	重置搖桿 <Ctrl J>
Speed	 速度 
Normal	 正常
Fast  	快速  
Slow  	慢速  
King's Quest was designed by Roberta Williams.	《國王密令》由蘿貝塔·威廉斯（Roberta Williams）設計。
Jump  0	跳躍  0
Duck  -	蹲下  -
Joystick/Mouse <Ctrl J>	搖桿／滑鼠 <Ctrl J>
Misfortune strikes and you have fallen into the moat. Your struggles and cries have attracted hungry alligators.  They do not want to let you go.	厄運降臨，你掉進了護城河。你的掙扎和呼救聲引來了饑餓的鱷魚，牠們不打算放你走。
King Edward's banners are waving in the strong breeze.	愛德華國王的旗幟在強風中飄揚。
This is the castle of King Edward the Benevolent.	這裡是仁慈的愛德華國王的城堡。
It looks deep and dangerous.  You can see alligators  floating in the water.	這裡看起來又深又危險，你能看見鱷魚在水中漂浮。
The water in the moat is not conducive to swimming.	護城河裡的水不適合游泳。
They are absolutely gorgeous!	它們美極了！
It is a very small,  wooden barrel bridge.	這是一座非常小的木桶橋。
The alligators are swimming in the moat.	鱷魚正在護城河裡游動。
There are alligators in this water.  I don't think you want to try drinking it.	這片水裡有鱷魚，我想你應該不會想喝這裡的水。
You fill the bucket with the murky water from the moat.	你用護城河的混濁河水裝滿水桶。
There is water nearby.	附近有水。
You need to get closer to the water.	你得再靠近水邊一點。
King Edward does not allow anyone to take his flowers.	愛德華國王不准任何人摘他的花。
The moats slippery sides prevent you from getting out.	護城河濕滑的河岸讓你爬不出去。
What!  Are you crazy?	什麼！你瘋了嗎？
You are standing outside a castle surrounded by an alligator filled moat.	你站在一座城堡外，城堡周圍環繞著滿是鱷魚的護城河。
High above the castle, the flags are waving in the wind.	城堡高處，旗幟正在風中飄揚。
King Edward the Benevolent, the mighty ruler of Daventry, lives in this castle.	仁慈的愛德華國王，戴凡確王國強大的統治者，就住在這座城堡裡。
You must enter the castle through the door, and the  door is closed.	你得從門進入城堡，但這扇門是關著的。
It's your typical moat water: murky and smelly.	這是典型的護城河水：混濁又發臭。
You never know what might be in there!	你永遠不知道裡面會有什麼！
It is a rather small, wooden bridge.	這是一座相當小的木橋。
These alligators have protected the castle from many a trespasser.	這些鱷魚已經擋下了不少入侵者，保護了這座城堡。
They pose as immovable guards for King Edward's castle, and have frightened off numerous intruders.	牠們就像愛德華國王城堡不動如山的守衛，已經嚇跑了無數入侵者。
These doors are strongly built to keep out unwanted visitors.	這扇門建得十分堅固，用來擋住不速之客。
You can't see them from here.	你在這裡看不到它們。
As you kneel by the edge of the moat and see just how filthy the water is, your thirst strangely leaves you.	你跪在護城河邊，看清這水有多骯髒後，奇怪地不渴了。
Although you notice the water is unclean, you fill the bucket.	雖然你注意到水並不乾淨，你還是把水桶裝滿了。
You are not close enough to any water.	你離任何水源都不夠近。
You have no container for water.	你沒有可以裝水的容器。
You have been to the castle once and you may not return until your quest is complete.	你已經去過一次城堡，在完成任務之前不能再回去。
You have been to the castle once since your quest and  are not allowed to return again.	自從展開任務後，你已經去過一次城堡，不准再回去了。
Since the goat is with you, permission to enter the  castle is denied.	由於山羊跟著你，你不准進入城堡。
You cannot reach the door from here.	你在這裡搆不到那扇門。
The door is already closed.	門已經關上了。
The huge doors swing open slowly.	巨大的門緩緩敞開。
Your knock echos within the castle.  Unfortunately, no one answers.	你的敲門聲在城堡裡迴盪，可惜沒有人應門。
There are numerous white birch trees reaching to the sky.	許多白樺樹高聳入雲。
After moving that rock once, even thinking about it should make you tired.	你已經搬過那塊石頭一次了，光是想到要再搬就讓你累。
There is no hole here.	這裡沒有洞。
There is an intricately carved dagger in the hole.	洞裡有一把雕工精細的短刀。
There is nothing in this hole but dirt.	這個洞裡除了泥土什麼也沒有。
There is no dagger here.	這裡沒有短刀。
You are too far away to get the dagger.	你離得太遠，拿不到短刀。
You reach into the hole and grasp the dagger, being careful not to cut yourself.	你伸手進洞裡抓住短刀，小心翼翼不讓自己受傷。
This rock is far too heavy for you to carry.	這塊石頭太重了，你搬不動。
It will be very difficult to move the rock from here.	從這裡要移動這塊石頭會很困難。
You are much too far away to even attempt getting the rock.	你離得太遠了，根本不用嘗試去拿那塊石頭。
With a heave and a ho, you manage to move the rock... revealing a dark hole underneath it.	你使勁一推，總算把石頭搬開……底下露出一個黑漆漆的洞。
This moving rock rolls downhill and you, unfortunately,  are in the way.	這塊石頭滾下山坡，而你不巧擋在它的去路上。
You see a large, grey rock.	你看見一塊灰色的大石頭。
It is a large rock with a hole next to it.	這是一塊大石頭，旁邊有個洞。
There is a rock in the distance.	遠處有一塊石頭。
You could see it better if you picked it up.	把它撿起來，你會看得更清楚。
You do not have a dagger to look at.	你身上沒有短刀可以看。
You are too far from the hole to see in it.	你離那個洞太遠，看不清裡面。
You are in a forest clearing.  There is a large rock here.	你身處一片林間空地，這裡有一塊大石頭。
The clear water washes into the bucket.	清澈的湖水流進水桶裡。
The lake's water is very refreshing.	湖水清涼宜人。
You are not close enough to the water.	你離水不夠近。
These cattails are soft and fuzzy.	這些香蒲又軟又蓬鬆。
This is a serene mountain lake.	這是一座寧靜的山中湖泊。
It seems the old goat has wandered off by himself and is no longer following you.	看來老山羊自己遊蕩走開了，不再跟著你了。
You kneel down and fill the bucket with the cool water.	你跪下身，把水桶裝滿了清涼的湖水。
You drink of the clear lake water.	你喝了清澈的湖水。
These cattails are fuzzy and soft.	這些香蒲又蓬鬆又軟。
Inside the old, rotted stump you notice a small, canvas pouch.	在這個老舊腐朽的樹樁裡，你發現一個帆布做的小皮袋。
Inside the decaying tree stump, you see nothing interesting.	在這個腐朽的樹樁裡，你沒看到什麼特別的東西。
You notice the pouch feels aged and tattered.	你發現這個皮袋摸起來又舊又破。
You could get a much better look at it if it were in your  hands.	要是拿在手裡，你能看得更清楚。
There's no pouch here.	這裡沒有皮袋。
From here you can see the stump is very old and nearly petrified.	從這裡你看得出這個樹樁十分古老，幾乎已經石化了。
You can vaguely see the stump in the distance.	你只能隱約看見遠方的那個樹樁。
It is only a rotted log.	那只是一段腐朽的木頭。
There is no reason to take this old log with you.	沒有理由把這根老樹幹帶在身上。
I suggest you move closer to try that.	我建議你走近一點再試試看。
You need to get closer to look at the log.	你得靠近一點才能看清那段木頭。
There is nothing in the old log.	這段老舊的木頭裡什麼也沒有。
The beans immediately sprout roots that reach deep into the fertile soil... leaves unfold themselves to the warm, loving sun... a rumbling is felt... and a mighty beanstalk now stretches up into the sky!	魔豆立刻生根，深深扎進肥沃的土壤……葉片舒展，迎向溫暖和煦的陽光……接著感到一陣隆隆震動……一株雄偉的豆莖破土而出，直衝天際！
You can't reach the beanstalk from here.	你在這裡搆不到豆莖。
There is no beanstalk here to climb.	這裡沒有豆莖可以爬。
Ouch!	哎呦！
You have to find it first.	你得先找到它。
You are in the forest.  You can see a stump and a hollow log here.	你身處森林之中。這裡可以看見一個樹樁和一段中空的木頭。
The lake's waters pour into the bucket.	湖水注入水桶裡。
The clear water quenches your thirst.	清澈的湖水解了你的渴。
You are not close enough to the lake.	你離湖水不夠近。
You might try that at the lake.	你或許可以到湖邊試試看。
There is a small waterfall splashing nearby.	附近有一道小瀑布飛濺著水花。
This is a beautiful little lake.	這是一座美麗的小湖。
The swift water pulls you down to your untimely demise.	湍急的水流把你捲入水中，你就此枉送性命。
A rapidly flowing stream is pouring into this lake.	一道湍急的溪流注入這座湖泊。
The bucket is soon filled with clear water.	水桶很快就裝滿了清澈的水。
The water is clear and refreshing.	湖水清澈又清涼。
The flowers are very beautiful.	這些花朵十分美麗。
A rapidly moving stream is flowing out of this lake.	一道湍急的溪流從這座湖泊流出。
"Gentle Sir Graham, I am your fairy godmother.  Your quest is indeed noble.  My small part to aid you can be no bigger than this magic spell, protective but for a little while."	溫柔的格拉漢爵士，我是你的教母。你的冒險確實高尚。我能為你盡的一份心力，就只是這道守護魔法，而且效力不會維持太久。
It is impossible to acquire a fairy godmother.	你不可能得到一位教母。
She is your fairy godmother.	她是你的教母。
There is no fairy here.	這裡沒有仙女。
"I will be watching over you, Sir Graham."	我會看顧著你的，格拉漢爵士。
There is no need to say, or do, anything.	你不需要說什麼，也不需要做什麼。
There is no reason to jump or duck here.	這裡沒有理由跳躍或蹲下。
The goat is wandering this way and that.	山羊正東晃西晃地遊蕩。
There is no goat in the immediate area.	附近沒有山羊。
It is rather high.  Probably the only way to get in is through the gate.	這裡相當高，要進去大概只能走那道閘門。
It is high enough to keep the old goat from jumping over it.	這欄杆夠高，老山羊跳不過去。
You can't carry a goat very far.	你沒辦法把山羊扛得太遠。
What do you want to feed the old goat?	你想餵這隻老山羊吃什麼？
That is not something the old goat wants to eat.	那不是老山羊想吃的東西。
You do not have the carrot.	你身上沒有胡蘿蔔。
Goats love carrots!  The old goat quickly devours yours.	山羊最愛胡蘿蔔了！老山羊很快就把你的胡蘿蔔吃光了。
From here it will be difficult to do such a terrible  thing.	從這裡很難做出這麼可怕的事。
You have no way to accomplish such a terrible deed.	你沒有辦法完成這麼可怕的行為。
When you tempt the old goat with the carrot, he starts to follow you.	你用胡蘿蔔引誘老山羊，牠便開始跟著你走。
Since you are invisible, everything you own is invisible. The goat cannot see the carrot.	既然你是隱形的，你身上所有的東西也都是隱形的，山羊看不見那根胡蘿蔔。
The old goat shows some interest in the carrot.	這隻老山羊對胡蘿蔔顯得有些興趣。
The goat is following you.	山羊正跟著你。
The goat will not let you catch him.	山羊不讓你抓到牠。
You cannot do that from outside the fence.	你在欄杆外做不到這件事。
There is no gate right here.	這裡沒有閘門。
The fence is too high for you to jump over.	欄杆太高了，你跳不過去。
There should be a gate around here somewhere.	這附近應該有一道閘門。
Are you kidding?  The goat would never let you!	你在開玩笑嗎？山羊絕不會讓你這麼做！
The old goat refuses to listen to you.	老山羊不肯聽你的話。
You can try, but be careful.	你可以試試看，但要小心。
The goat refuses to listen to your words.	山羊不肯聽你說的話。
Lying lifeless on the ground you see a useless dead  goat.	你看見地上躺著一隻已死、毫無用處的山羊。
You do not want to carry around a dead goat.	你不想扛著一隻死山羊到處走。
You are too far away.	你離得太遠了。
You get no response from the goat.	山羊沒有任何反應。
You see a grey billy goat inside the pen.	你看見圍欄裡有一隻灰色的公山羊。
This looks like an area in which to keep animals.	這裡看起來像是關養動物的地方。
It's not nice to tease the goat.  You're not leaving without him.	捉弄山羊可不太好，沒有牠，你是不會離開的。
The gate is already open.	閘門已經是開著的了。
The gate is already closed.	閘門已經是關著的了。
The gate is rather heavy, but you manage to open it.	閘門相當沉重，但你還是設法把它打開了。
You find the gate is much easier to close than it was to open.	你發現關上閘門比打開它容易多了。
You cannot reach the gate from here.	你在這裡搆不到閘門。
The gate is closed.	閘門是關著的。
The gate is open.	閘門是開著的。
The goat is pacing to and fro.	山羊來回踱著步。
It is high enough to keep animals inside.	這道欄杆高得足以把動物關在裡面。
It would be rather difficult to carry this goat.	要扛著這隻山羊會相當困難。
The old goat is already following you.	老山羊已經在跟著你了。
You have nothing the old goat wants to eat.	你身上沒有老山羊想吃的東西。
You do not have a carrot.	你身上沒有胡蘿蔔。
Goats love carrots!  The goat quickly devours yours.	山羊最愛胡蘿蔔了！山羊很快就把你的胡蘿蔔吃光了。
From here it will be very difficult to do such a  terrible thing.	從這裡要做出這麼可怕的事非常困難。
You have no way to accomplish this terrible deed.	你沒有辦法完成這件可怕的行為。
The old goat's on the other side of the fence!	老山羊在欄杆的另一邊！
The goat is following you already.	山羊已經跟著你了。
Why would you want to do that?  There is a gate.	你為什麼要這麼做？這裡明明有一道閘門。
Lying lifeless on the ground you see a dead goat.	你看見地上躺著一隻死去的山羊。
The goat shows some interest in the carrot.	山羊對胡蘿蔔顯得有些興趣。
It seems the old goat has wandered off.	看來老山羊已經遊蕩走開了。
You will have to move out of the way so the gate can close all the way.	你得先讓開，閘門才能完全關上。
There is no need to close the gate now.	現在沒有必要關上閘門。
The rope is securely fastened to the well.	繩索牢牢地繫在井上。
You cut a piece of rope and it falls into the well.	你割下一段繩索，繩子掉進了井裡。
With the rope cut, you are able to take the bucket.	繩索割斷後，你就能拿走水桶了。
The bucket and rope are now at the bottom of the well.	水桶和繩索現在都在井底了。
You have no way to cut the rope.	你沒有辦法割斷繩索。
You are not close enough to even try.	你離得不夠近，連試都不能試。
You will need longer arms to cut that rope from here.	你得有更長的手臂，才能從這裡割斷那條繩索。
The old bucket is securely fastened to a strong rope.	這個舊水桶牢牢繫在一條堅韌的繩索上。
There is no bucket here.	這裡沒有水桶。
The bucket is already gone.	水桶已經不見了。
The well is deep and dark. But you can see the sky's reflection on the water.	這口井又深又暗，不過你能看見水面上倒映著天空。
It is large, old and weathered.  It has served the kingdom for many years.	它又大又老，飽經風霜，已為王國服務多年。
The old bucket holds a full load of water.	這個舊水桶裝滿了滿滿的水。
It is thick and firmly attached.  It could easily carry heavy weights.	它又粗又牢固，輕輕鬆鬆就能承受重物。
You need to be closer to do that.	你得靠近一點才能這麼做。
